,Edit,Resistance Dist.,DeltaCon,NetSimile,Lambda (Adjacency),Lambda (Laplacian),Lambda (Normalized Laplacian)
0,0.0003330707550048828,0.0878140926361084,0.01444101333618164,6.354655981063843,0.14216208457946777,0.14916586875915527,0.14566826820373535
1,0.00040984153747558594,0.06906986236572266,0.010355949401855469,5.638385057449341,0.1458759307861328,0.14278507232666016,0.1634690761566162
2,0.0005083084106445312,0.07088208198547363,0.016896963119506836,11.038782835006714,0.144517183303833,0.15471529960632324,0.15094304084777832
3,0.0005779266357421875,0.06466007232666016,0.013593912124633789,7.316672086715698,0.14853811264038086,0.1508021354675293,0.15093779563903809
4,0.0005550384521484375,0.061031341552734375,0.01068425178527832,5.426810026168823,0.14068293571472168,0.13801789283752441,0.14744901657104492
5,0.00033211708068847656,0.06857085227966309,0.010728120803833008,5.406635999679565,0.13976597785949707,0.13747024536132812,0.16975116729736328
6,0.00032901763916015625,0.06929421424865723,0.012851953506469727,6.780378103256226,0.16273093223571777,0.15582013130187988,0.15367436408996582
7,0.0003650188446044922,0.07358384132385254,0.011999130249023438,5.104621887207031,0.14400887489318848,0.14355826377868652,0.14830613136291504
8,0.00033783912658691406,0.09051895141601562,0.011500120162963867,5.46414589881897,0.1393299102783203,0.13688302040100098,0.169677734375
9,0.0003902912139892578,0.07953882217407227,0.014807939529418945,4.851162910461426,0.14046001434326172,0.13974404335021973,0.1520841121673584
10,0.00037288665771484375,0.09858989715576172,0.014460086822509766,5.158908843994141,0.15793514251708984,0.15344500541687012,0.1458301544189453
11,0.0003380775451660156,0.07409381866455078,0.011254072189331055,7.256427049636841,0.14146733283996582,0.1408829689025879,0.14745688438415527
12,0.00032901763916015625,0.06450700759887695,0.011226177215576172,10.222131967544556,0.137984037399292,0.13637208938598633,0.1530449390411377
13,0.00039505958557128906,0.060321807861328125,0.013600826263427734,6.862561941146851,0.14574480056762695,0.14832472801208496,0.15754008293151855
14,0.0003769397735595703,0.06290173530578613,0.014954090118408203,6.8318939208984375,0.15074920654296875,0.14553189277648926,0.14436721801757812
15,0.0003349781036376953,0.06575298309326172,0.01685309410095215,5.433572053909302,0.14525318145751953,0.13683199882507324,0.14691495895385742
16,0.0003399848937988281,0.07701683044433594,0.013345956802368164,5.515132904052734,0.140733003616333,0.13993406295776367,0.15169095993041992
17,0.00036215782165527344,0.06570696830749512,0.012686014175415039,5.711729049682617,0.1423189640045166,0.16270112991333008,0.15555691719055176
18,0.0003390312194824219,0.06122708320617676,0.01180410385131836,7.177911996841431,0.1561262607574463,0.138214111328125,0.1572260856628418
19,0.0003299713134765625,0.06101393699645996,0.011384725570678711,5.488232135772705,0.14165663719177246,0.13701224327087402,0.14801692962646484
20,0.00033473968505859375,0.08012795448303223,0.01389312744140625,5.5188140869140625,0.14046692848205566,0.14011216163635254,0.16122198104858398
21,0.0003371238708496094,0.07127094268798828,0.014009714126586914,7.271931886672974,0.1464550495147705,0.15330147743225098,0.15785598754882812
22,0.0003352165222167969,0.06326508522033691,0.015359163284301758,6.133610963821411,0.1576371192932129,0.15125608444213867,0.1495039463043213
23,0.00039196014404296875,0.07003307342529297,0.011600971221923828,6.3472559452056885,0.15888500213623047,0.14584803581237793,0.15727519989013672
24,0.0004000663757324219,0.06196904182434082,0.012969017028808594,13.06536602973938,0.14830303192138672,0.18271613121032715,0.16722679138183594
25,0.0004830360412597656,0.060491085052490234,0.010863065719604492,6.1292359828948975,0.16810297966003418,0.14492297172546387,0.14206218719482422
26,0.0003829002380371094,0.06309294700622559,0.011617898941040039,7.010107040405273,0.14540600776672363,0.1389598846435547,0.14574790000915527
27,0.00046515464782714844,0.07210302352905273,0.011263370513916016,5.797914981842041,0.1357271671295166,0.1371779441833496,0.15253019332885742
28,0.0003750324249267578,0.0603938102722168,0.01118326187133789,6.2500410079956055,0.14075922966003418,0.15448212623596191,0.1596851348876953
29,0.00038313865661621094,0.060375213623046875,0.010217905044555664,5.702696084976196,0.14995193481445312,0.13982200622558594,0.14581871032714844
30,0.0003209114074707031,0.06033897399902344,0.029466867446899414,5.184501886367798,0.14778494834899902,0.13782787322998047,0.14650988578796387
31,0.0012080669403076172,0.06473803520202637,0.020965099334716797,6.8285071849823,0.14016270637512207,0.13809704780578613,0.14993691444396973
32,0.00038814544677734375,0.09557795524597168,0.013435125350952148,6.361898899078369,0.14013409614562988,0.15121912956237793,0.1643390655517578
33,0.0003380775451660156,0.06500506401062012,0.014225006103515625,8.193641901016235,0.15533900260925293,0.1372208595275879,0.15177392959594727
34,0.0003771781921386719,0.0606999397277832,0.011347055435180664,5.631464958190918,0.14005494117736816,0.13683104515075684,0.1490631103515625
35,0.00034308433532714844,0.06088876724243164,0.011299848556518555,5.882055044174194,0.14686107635498047,0.1552419662475586,0.15385007858276367
36,0.00032901763916015625,0.059921979904174805,0.010617971420288086,6.995272159576416,0.15969419479370117,0.1407332420349121,0.15247201919555664
37,0.0003838539123535156,0.0606231689453125,0.013410091400146484,6.133561134338379,0.1446540355682373,0.1375589370727539,0.1465320587158203
38,0.0003390312194824219,0.062406063079833984,0.010675907135009766,10.60593295097351,0.1419200897216797,0.13763999938964844,0.14630699157714844
39,0.00036406517028808594,0.06767702102661133,0.01953887939453125,6.2104270458221436,0.1443042755126953,0.1660311222076416,0.15990900993347168
40,0.0004799365997314453,0.062223196029663086,0.012017965316772461,6.781895875930786,0.15819001197814941,0.13851332664489746,0.14771795272827148
41,0.00033402442932128906,0.06073808670043945,0.01397705078125,11.886747121810913,0.14395809173583984,0.13613605499267578,0.14602184295654297
42,0.0004189014434814453,0.06141829490661621,0.010651111602783203,7.2347729206085205,0.14136171340942383,0.13692903518676758,0.1493980884552002
43,0.0004520416259765625,0.05955004692077637,0.010934114456176758,8.62245488166809,0.14142084121704102,0.15226125717163086,0.1590888500213623
44,0.0004627704620361328,0.07013583183288574,0.010941267013549805,5.911201000213623,0.16085314750671387,0.1357419490814209,0.14307498931884766
45,0.00047206878662109375,0.06700992584228516,0.011100053787231445,8.095515966415405,0.14066481590270996,0.1377580165863037,0.14480209350585938
46,0.00040721893310546875,0.07113814353942871,0.010944843292236328,6.173187255859375,0.14223790168762207,0.1356196403503418,0.16307687759399414
47,0.0004000663757324219,0.06748485565185547,0.015542030334472656,6.338585138320923,0.1500229835510254,0.14985895156860352,0.1444401741027832
